,n_viajes
2021-05-04 08:00:00,429.68
2021-05-04 09:00:00,405.786
2021-05-04 10:00:00,208.85899999999998
2021-05-04 11:00:00,449.211
2021-05-04 12:00:00,359.682
2021-05-04 13:00:00,355.61
2021-05-04 14:00:00,416.894
2021-05-04 15:00:00,424.296
2021-05-04 16:00:00,474.602
2021-05-04 17:00:00,411.788
2021-05-04 18:00:00,355.451
2021-05-04 19:00:00,357.284
2021-05-04 20:00:00,169.647
2021-05-04 21:00:00,150.828
2021-05-04 22:00:00,94.476
2021-05-04 23:00:00,39.783
2021-05-05 00:00:00,44.906
2021-05-05 01:00:00,44.699999999999996
2021-05-05 02:00:00,69.322
2021-05-05 03:00:00,45.859
2021-05-05 04:00:00,107.46000000000001
2021-05-05 05:00:00,110.161
2021-05-05 06:00:00,280.243
2021-05-05 07:00:00,599.322
2021-05-05 08:00:00,455.998
2021-05-05 09:00:00,304.028
2021-05-05 10:00:00,289.385
2021-05-05 11:00:00,314.237
2021-05-05 12:00:00,399.016
2021-05-05 13:00:00,445.207
2021-05-05 14:00:00,477.271
2021-05-05 15:00:00,418.984
2021-05-05 16:00:00,503.191
2021-05-05 17:00:00,439.32099999999997
2021-05-05 18:00:00,459.054
2021-05-05 19:00:00,282.694
2021-05-05 20:00:00,298.926
2021-05-05 21:00:00,198.624
2021-05-05 22:00:00,103.14
2021-05-05 23:00:00,37.534
2021-05-06 00:00:00,49.991
2021-05-06 01:00:00,52.294
2021-05-06 02:00:00,60.376999999999995
2021-05-06 03:00:00,48.538999999999994
2021-05-06 04:00:00,98.299
2021-05-06 05:00:00,199.671
2021-05-06 06:00:00,302.986
2021-05-06 07:00:00,438.469
2021-05-06 08:00:00,484.914
2021-05-06 09:00:00,257.461
2021-05-06 10:00:00,351.753
2021-05-06 11:00:00,333.767
2021-05-06 12:00:00,451.364
2021-05-06 13:00:00,539.162
2021-05-06 14:00:00,501.30699999999996
2021-05-06 15:00:00,370.43
2021-05-06 16:00:00,479.983
2021-05-06 17:00:00,422.24199999999996
2021-05-06 18:00:00,406.43
2021-05-06 19:00:00,351.597
2021-05-06 20:00:00,292.902
2021-05-06 21:00:00,173.084
2021-05-06 22:00:00,164.65099999999998
2021-05-06 23:00:00,53.830999999999996
2021-05-07 00:00:00,32.993
2021-05-07 01:00:00,36.391000000000005
2021-05-07 02:00:00,66.979
2021-05-07 03:00:00,52.693000000000005
2021-05-07 04:00:00,75.485
2021-05-07 05:00:00,116.767
2021-05-07 06:00:00,291.273
2021-05-07 07:00:00,534.221
2021-05-07 08:00:00,416.613
2021-05-07 09:00:00,295.718
2021-05-07 10:00:00,286.791
2021-05-07 11:00:00,311.45
2021-05-07 12:00:00,288.42400000000004
2021-05-07 13:00:00,571.714
2021-05-07 14:00:00,449.142
2021-05-07 15:00:00,472.05
2021-05-07 16:00:00,389.243
2021-05-07 17:00:00,456.221
2021-05-07 18:00:00,318.834
2021-05-07 19:00:00,374.686
2021-05-07 20:00:00,301.276
2021-05-07 21:00:00,236.922
2021-05-07 22:00:00,140.38400000000001
2021-05-07 23:00:00,32.084
2021-05-08 00:00:00,73.318
2021-05-08 01:00:00,25.735
2021-05-08 02:00:00,35.799
2021-05-08 03:00:00,26.282
2021-05-08 04:00:00,26.701
2021-05-08 05:00:00,66.253
2021-05-08 06:00:00,98.496
2021-05-08 07:00:00,127.57300000000001
2021-05-08 08:00:00,143.209
2021-05-08 09:00:00,345.789
2021-05-08 10:00:00,341.168
2021-05-08 11:00:00,403.63800000000003
2021-05-08 12:00:00,317.72
2021-05-08 13:00:00,415.57
2021-05-08 14:00:00,239.081
2021-05-08 15:00:00,342.404
2021-05-08 16:00:00,327.539
2021-05-08 17:00:00,260.001
2021-05-08 18:00:00,261.666
2021-05-08 19:00:00,241.093
2021-05-08 20:00:00,379.61400000000003
2021-05-08 21:00:00,226.674
2021-05-08 22:00:00,148.528
2021-05-08 23:00:00,44.419000000000004
2021-05-09 00:00:00,35.620000000000005
2021-05-09 01:00:00,51.769
2021-05-09 02:00:00,16.908
2021-05-09 03:00:00,24.916
2021-05-09 04:00:00,27.26
2021-05-09 05:00:00,22.544
2021-05-09 06:00:00,42.875
2021-05-09 07:00:00,37.112
2021-05-09 08:00:00,108.123
2021-05-09 09:00:00,121.92
2021-05-09 10:00:00,239.766
2021-05-09 11:00:00,218.272
2021-05-09 12:00:00,268.794
2021-05-09 13:00:00,495.172
2021-05-09 14:00:00,262.734
2021-05-09 15:00:00,407.3
2021-05-09 16:00:00,517.264
2021-05-09 17:00:00,511.442
2021-05-09 18:00:00,404.684
2021-05-09 19:00:00,396.119
2021-05-09 20:00:00,283.111
2021-05-09 21:00:00,188.07500000000002
2021-05-09 22:00:00,132.577
2021-05-09 23:00:00,16.908
